CourtLink, which has 160 employees, developed a filing system that enables judges, lawyers and court clerks to process pleadings, motions and other documents electronically over a secure connection.
0	"160 employees"	"be has by"	"CourtLink"
144	"last week"	"The Federal Home Loan Bank Board provided"	"reassurances to securities dealers holding options contracts with Loan Association"
144	"last week"	"The Federal Home Loan Bank Board provided"	"reassurances to securities dealers holding options contracts with the American Savings"
144	"last week"	"The Federal Home Loan Bank Board provided"	"reassurances to securities dealers holding options contracts"
144	"last week"	"provided reassurances to"	"securities dealers"
144	"reassurances"	"be provided to"	"securities dealers holding certain futures and options contracts with the American Savings and Loan Association , the nation 's largest savings institution"
144	"securities dealers"	"holding certain futures with"	"the American Savings and Loan Association"
144	"securities dealers"	"holding options contracts with"	"the American Savings and Loan Association"
144	"the American Savings and Loan Association"	"be largest savings institution of"	"the nation"
144	"the American Savings and Loan Association"	"is"	"the nation 's largest savings institution"
144	"the American Savings"	"is"	"the nation 's largest savings institution"
144	"the nation"	"has"	"largest savings institution"
As at all the parties, the guests in strapless gowns and gleaming tuxedos were lining up at cash bars for drinks and at a photo op where they could be snapped in front of an inaugural seal -- not all that different from a high school prom photograph.
145	"gleaming tuxedos"	"were lining up at"	"cash bars"
145	"the guests in gleaming tuxedos"	"were lining up"	"at a photo op As at all the parties"
145	"the guests in gleaming tuxedos"	"were lining up"	"at a photo op where they could be snapped in front of an inaugural seal"
145	"the guests in gleaming tuxedos"	"were lining up"	"at a photo op"
145	"the guests in gleaming tuxedos"	"were lining up"	"at cash bars for drinks As at all the parties"
145	"the guests in gleaming tuxedos"	"were lining up"	"at cash bars for drinks where they could be snapped in front of an inaugural seal"
145	"the guests in gleaming tuxedos"	"were lining up"	"at cash bars for drinks"
145	"the guests in strapless gowns and gleaming tuxedos"	"were lining up"	"at cash bars for drinks and at a photo op As at all the parties"
145	"the guests in strapless gowns and gleaming tuxedos"	"were lining up"	"at cash bars for drinks and at a photo op where they could be snapped in front of an inaugural seal"
145	"the guests in strapless gowns and gleaming tuxedos"	"were lining up"	"at cash bars for drinks and at a photo op"
145	"the guests in strapless gowns"	"were lining up"	"at a photo op As at all the parties"
145	"the guests in strapless gowns"	"were lining up"	"at a photo op where they could be snapped in front of an inaugural seal"
145	"the guests in strapless gowns"	"were lining up"	"at a photo op"
145	"the guests in strapless gowns"	"were lining up"	"at cash bars for drinks As at all the parties"
145	"the guests in strapless gowns"	"were lining up"	"at cash bars for drinks where they could be snapped in front of an inaugural seal"
145	"the guests in strapless gowns"	"were lining up"	"at cash bars for drinks"
145	"the guests"	"were lining up at"	"cash bars"
145	"they"	"could be snapped in"	"front of an inaugural seal"
145	"they"	"could be snapped"	"in front of an inaugural seal where"
145	"they"	"could be snapped"	"in front of an inaugural seal"
Governor Florio proposed an ethics package that would give New Jersey some of the nation's most stringent rules for lawmakers and senior government appointees.
146	"Governor Florio"	"proposed"	"an ethics package that would give New Jersey some of the nation 's most stringent rules for lawmakers and senior government appointees"
146	"Governor Florio"	"proposed"	"an ethics package"
146	"an ethics package"	"would give"	"New Jersey some of the nation 's most stringent rules for lawmakers and senior government appointees"
146	"an ethics package"	"would give"	"New Jersey some of the nation 's most stringent rules for lawmakers"
146	"an ethics package"	"would give"	"New Jersey some of the nation 's most stringent rules for senior government appointees"
146	"an ethics package"	"would give"	"New Jersey some of the nation 's most stringent rules"
146	"an ethics package"	"would give"	"New Jersey"
146	"the nation"	"has"	"most stringent rules"
This makes it more difficult to find delicate and crisp wines in the 10.5 percent to 12 percent range.
147	"This"	"makes"	"it difficult to find crisp wines in the 10.5 percent more"
147	"This"	"makes"	"it difficult to find crisp wines in the 10.5 percent to 12 percent range more"
147	"This"	"makes"	"it difficult to find crisp wines in the 10.5 percent to 12 percent range"
147	"This"	"makes"	"it difficult to find crisp wines in the 10.5 percent"
147	"This"	"makes"	"it difficult to find delicate and crisp wines in the 10.5 percent more"
147	"This"	"makes"	"it difficult to find delicate and crisp wines in the 10.5 percent to 12 percent range more"
147	"This"	"makes"	"it difficult to find delicate and crisp wines in the 10.5 percent to 12 percent range"
147	"This"	"makes"	"it difficult to find delicate and crisp wines in the 10.5 percent"
147	"This"	"makes"	"it difficult to find delicate wines in the 10.5 percent more"
147	"This"	"makes"	"it difficult to find delicate wines in the 10.5 percent to 12 percent range more"
147	"This"	"makes"	"it difficult to find delicate wines in the 10.5 percent to 12 percent range"
147	"This"	"makes"	"it difficult to find delicate wines in the 10.5 percent"
147	"This"	"makes"	"it"
147	"it"	"difficult"	"to find crisp wines in the 10.5 percent more"
147	"it"	"difficult"	"to find crisp wines in the 10.5 percent to 12 percent range more"
147	"it"	"difficult"	"to find crisp wines in the 10.5 percent to 12 percent range"
147	"it"	"difficult"	"to find crisp wines in the 10.5 percent"
147	"it"	"difficult"	"to find delicate and crisp wines in the 10.5 percent more"
147	"it"	"difficult"	"to find delicate and crisp wines in the 10.5 percent to 12 percent range more"
147	"it"	"difficult"	"to find delicate and crisp wines in the 10.5 percent to 12 percent range"
147	"it"	"difficult"	"to find delicate and crisp wines in the 10.5 percent"
147	"it"	"difficult"	"to find delicate wines in the 10.5 percent more"
147	"it"	"difficult"	"to find delicate wines in the 10.5 percent to 12 percent range more"
147	"it"	"difficult"	"to find delicate wines in the 10.5 percent to 12 percent range"
147	"it"	"difficult"	"to find delicate wines in the 10.5 percent"
147	"it"	"to find"	"delicate and crisp wines"
On Fridays and Saturdays (the only nights it is open), every inch of that floor is rocking with people who are mostly from uptown -- specifically, the Upper East Side.
148	"every inch of that floor"	"is rocking specifically with"	"people who are mostly from uptown"
148	"every inch of that floor"	"is rocking with"	"people"
148	"every inch of that floor"	"is rocking"	"with people On Fridays and Saturdays the only nights"
148	"every inch of that floor"	"is rocking"	"with people On Fridays the only nights"
148	"every inch of that floor"	"is rocking"	"with people On Saturdays the only nights"
148	"every inch of that floor"	"is rocking"	"with people"
148	"it"	"is"	"open the only nights"
148	"it"	"is"	"open"
148	"people"	"are from"	"uptown"
148	"people"	"are mostly from"	"uptown"
148	"people"	"are"	"mostly from uptown specifically"
148	"people"	"are"	"mostly"
148	"uptown specifically"	"is"	"the Upper East Side"
Leopold complained about this approach in the 1940's, saying the landowner had "an obligation to manage his land in the interest of the community, as well as in his own interest.
149	"Leopold"	"complained about"	"this approach"
149	"Leopold"	"complained in"	"1940"
149	"Leopold"	"complained"	"about this approach saying the landowner had an obligation to manage his land in his own interest"
149	"Leopold"	"complained"	"about this approach saying the landowner had an obligation to manage his land in the interest of the community as well as in his own interest"
149	"Leopold"	"complained"	"about this approach saying the landowner had an obligation to manage his land in the interest of the community"
149	"Leopold"	"complained"	"in the 1940 's saying the landowner had an obligation to manage his land in his own interest"
149	"Leopold"	"complained"	"in the 1940 's saying the landowner had an obligation to manage his land in the interest of the community as well as in his own interest"
149	"Leopold"	"complained"	"in the 1940 's saying the landowner had an obligation to manage his land in the interest of the community"
149	"Leopold"	"complained"	"saying the landowner had an obligation to manage his land in his own interest"
149	"Leopold"	"complained"	"saying the landowner had an obligation to manage his land in the interest of the community as well as in his own interest"
149	"Leopold"	"complained"	"saying the landowner had an obligation to manage his land in the interest of the community"
149	"his land"	"to be manage in"	"the interest of the community"
149	"his"	"has"	"land"
149	"his"	"has"	"own interest"
149	"the landowner"	"had"	"an obligation to manage his land in his own interest"
149	"the landowner"	"had"	"an obligation to manage his land in the interest of the community as well as in his own interest"
149	"the landowner"	"had"	"an obligation to manage his land in the interest of the community"
A 19th-century Chinese portrait and a Kenneth Noland painting of a bull's-eye dominate the living room, drawing the eye in both vertical and horizontal directions.
150	"A 19th-century Chinese portrait and a Kenneth Noland painting of a bull 's eye"	"be drawing"	"the eye in both vertical and horizontal directions"
150	"A 19th-century Chinese portrait and a Kenneth Noland painting of a bull 's eye"	"dominate"	"the living room drawing the eye in both vertical and horizontal directions"
150	"A 19th-century Chinese portrait and a Kenneth Noland painting of a bull 's eye"	"dominate"	"the living room"
